player_name,country,points,position,year,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,fact_player_pk
German Ziella,USA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4754
Karim Alejandro Mignani Lemos,ARG,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4755
Omar Amin,EGY,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4756
LoÃ¯c Le Panse Fernandez,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4757
Kevin Graff,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4758
Maksim Sukhanos,BLR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4759
Carl Giles,AUS,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4760
Andrew Seymour,AUS,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4761
Marcelo Hernandezgamez,USA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4762
Arturo Veiga ViÃ±oly,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4763
Zino Ouazene,CIV,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4764
David Vuong,SUI,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4765
Alejandro Andino Vallverdu,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4766
AdriÃ¡n Cabello Alaman,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4767
Eric Bautheac,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4768
Nicolas Pont,BEL,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4769
Zhi Wang,CHN,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4770
Andrey Malakhov,NED,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4771
Ali Mert Ekener,TUR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4772
Mingnibo Fidele Diamaho,CIV,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4773
Matias Nicolas Norre,ARG,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4774
Bruno Juanito,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4775
Hassan Ali,BRN,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4776
Cesar AndrÃ©s Palencia,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4777
Chenyang Fan,CHN,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4778
Antonio Doria,POR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4779
Victor Rossi,ARG,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4780
Wenhao Wu,CHN,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4781
Andrew Smith,GBR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4782
Ivan Sanchez Segui,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4783
Jon Guerra Larrauri,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4784
Tanguy Montoisy,BEL,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4785
Rakan Almuzaini,KUW,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4786
David Alten,AUT,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4787
Theodoros Rousos,CYP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4788
Nikolas Zogaj,BEL,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4789
Leonardo Bogo Marcatto,BRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4790
Nicolas Fernandez Diaz,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4791
Darren McMullen,GBR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4792
Ismail Hakk? Kula,TUR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4793
Andrea Masoero,ITA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4794
Pierre Lagouardille,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4795
Marco Lazo Espinosa,CUB,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4796
Pedro Tellechea Omiste,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4797
Thibaut Mordacq,FRA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4798
Miguel Baptista Da Silva,POR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4799
Unax Arranz Maestre,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4800
Nuno Quelhas,POR,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4801
Xiangling Li,CHN,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4802
Camilo Velasco,USA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4803
Guillermo Borrero FernÃ¡ndez De La Puente,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4804
Gianluca Lalli,ITA,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4805
David Garcia Gomez,ESP,2,2428,2025,no verified account,no verified account,no verified account,no verified account,no verified account,4806
